sl_contract_id,pregunta_id,pregunta_aclaracion,respuesta_aclaracion
1707081,472229,buena tardes.- equipo minimo favor considerar cumplimiento mismo lapresentación compromiso compra venta arendamiento adjuntar documento derespaldo,estimado oferente acuerdo art ley orgánico sistema nacional contratación público párafo establecer interesado poder realizar pregunta solicitar aclaración respuesta modificación pliego caso existir publicar portal compra publica pliego tdr encontrar detalado documento respaldo deber emitir
1707081,472230,favor confirmar ser obligatorio formulario firmar dos mas vez mismodocumento,estimado oferente acuerdo art ley orgánico sistema nacional contratación público párafo establecer interesado poder realizar pregunta solicitar aclaración respuesta modificación pliego caso existir publicar portal compra publica regir art codificación actualizado
1707081,472231,emapad.- cumplir experiencia específico poder considerar cumplido conproyecto limpieza tanque,estimado oferente acuerdo art ley orgánico sistema nacional contratación público párafo establecer interesado poder realizar pregunta solicitar aclaración respuesta modificación pliego caso existir publicar portal compra publica sesión experiencia especifico pliego tdr indicar experiencia entidad contratante solicitar dar estricto cumplimiento
1699735,489058,ser tiempo garantia tecnico solicitado entidad contratante,garantía técnico tener vigencia cinco año partir fecha suscripción acta entrega -recepción contrato favor regir establecido anexo especificación técnico condición particular considerar únicamente oferente resultar adjudicado numeral 1el acto pregunta aclaración encontrar publicado pregunta
1699735,489054,estimado señor cuanto proyecto poder presentar cumplir experienciageneral experiencia especifico saludo cordial,poder presentar proyecto acta entrega recepción contrato factura retención fuente siempre cumplir monto objeto establecido anexo verificación evaluación oferta técnico numeral . .
1699735,489055,favor podriar remitir foto referencial sila,petroecuador disponer sila ergonómico modelo remitir fotografía existir varios modelo especificación técnico requerido cumplirir comisión técnico verificar cumplimiento solicitado anexo especificación técnicas.el acto pregunta aclaración encontrar publicado pregunta
1699735,489056,respecto experiencia general específico poder presentar solo contrato ava dos experiencia dar cumplimiento señalado párafo cuarto artículo 25de resolución re-sercop- mayo establecer lapresentación contrato instrumento acreditir experiencia mínimo específico elprovedor cumplierir monto mínimo solicitado experiencia mínimo general contrato oinstrumento ser considerar válido acreditar dos tipo experiencia,aceptar favor regir establecido anexo verificación evaluación oferta técnico numeral . penúltimo párafo.el actar pregunta aclaración encontrar publicado pregunta
1699735,489057,subir portal soce modelo bien solicitado,petroecuador disponer sila ergonómico modelo remitir fotografía existir varios modelo especificación técnico requerido cumplirir comisión técnico verificar cumplimiento solicitado anexo especificación técnicas.el acto pregunta aclaración encontrar publicado pregunta
1699735,489061,estimado proceso realizar presentación muestra verificación despecificación técnico calificación oferta,requerir presentación muestra comisión técnica verificar oferta constante anexo especificación técnico parámetro completar anexo servir evaluación oferta.el acto pregunta aclaración encontrar publicado pregunta
1699735,489062,buen dia estimar entidad contratante favor pedir comedidamente considerar delanticipo gracia,ser posible entregar anticipo favor regir término establecido pliegos.el acto pregunta aclaración encontrar publicado pregunta
1699735,489063,buen dia unidad medida imagino deber mal presupuesto ser ilimitar revisarpor favor,unidad medida ser unidad presupuesto referencial cumplir condición determinación justificación presupuesto referencial conformidad resolución nro r.e.-sercop- instrución dispuesto artículo ley orgánico sistema nacional compra públicas.el acta pregunta aclaración encontrar publicado pregunta
1699735,489064,estimar entidad ser proyecto magnitud debriar favor considera anticipominimo gracia,ser posible entregar anticipo favor regir término establecido pliegos.el acto pregunta aclaración encontrar publicado pregunta
1699735,489065,buena tarde estimadar entidad contratante tomar conciencia ser proyecto desemejante magnitud poder trabajar anticipo ser necesario hacer importación hayque cancelar provedor fábrica.así mismo haber pagar flet transporteinternacional arancel desaduanizacion repetir anterior ser imposibletrabajar anticipo proyecto magnitud.a ser producto fabricado solamente ser entregado.por expuesto solicitar considerar anticipo menor del70% incluso tener mayor concurencia provedor participación esteproceso.por favor demostrar transparencia igualdad oportunidad proyecto.gracias,ser posible entregar anticipo favor regir término establecido pliego acta pregunta aclaración encontrar publicado pregunta
1699735,489066,buena tarde estimadar entidad contratante caber recalcar causa pandemia haoriginado varios problema escacez materialtransporte logistica mundialfabricaciony tiempode transito.antes tiempo fabricacion material manejar actualmente semanejar tiempo mayor.el tiempo transito ser día ahora tardar a120días.por motivo solicitar tiempo entrega ser menor días.a ser elproducto fabricado solamente ser entregado.por favor demostrar transparencia laigualdad oportunidad proyecto.gracias,tiempo entrega ser establecido anexo verificación evaluación oferta técnico decir día contado partir siguiente día suscripción contrato.el actar pregunta aclaración encontrar publicado pregunta
1699735,489067,señor contratant buena tarde tener cuenta alcance proyecto situaciónactual país poder considerar anticipo,ser posible entregar anticipo favor regir término establecido pliegos.el acto pregunta aclaración encontrar publicado pregunta
1699735,489068,señor contratant buena tarde poder adjuntar imagen referencial silasolicitado poder apreciar mejor manera especificación,petroecuador disponer sila ergonómico modelo remitir fotografía existir varios modelo especificación técnico requerido cumplirir comisión técnico verificar cumplimiento solicitado anexo especificación técnicas.el acto pregunta aclaración encontrar publicado pregunta
1699735,489069,señor contratant buena tarde favor aclarar pago total sila realizaráar día mencionar descripción proceso entrega sila,favor regir establecido numeral pliego forma pago pagar día acuerdo estipulado proyecto contrato?.el acta pregunta aclaración encontrar publicado pregunta
1699735,489070,señor contratant buena tarde especificación sila ser bastante detalado entender hacer referencia modelo determinado institución quese solicitar adjuntar imagen bien entender mejor manera especificación detalado yno ser descalificar caso intentar direcionar provedor específico,petroecuador requerir adquisición sila cumplir condición técnico ergonomía constante anexo especificación técnico parámetro completar anexo servir evaluación oferta.la petroecuador disponer sila ergonómico modelo remitir fotografía existir varios modelo especificación técnico requerido cumplirir comisión técnico verificar cumplimiento solicitado anexo especificación técnicas.el acto pregunta aclaración encontrar publicado pregunta
1699735,489071,buena tarde señor adquisición proceso ser grande necesitar importar material favor considerar anticipo,ser posible entregar anticipo favor regir término establecido pliegos.el acto pregunta aclaración encontrar publicado pregunta
1699735,489072,señor especificación sila detalado dirigir proceso modeloen especial especifico?por favor poder enviar imagen referencia,petroecuador requerir adquisición sila cumplir condición técnico ergonomía constante anexo especificación técnico parámetro completar anexo servir evaluación oferta.la petroecuador disponer sila ergonómico modelo remitir fotografía existir varios modelo especificación técnico requerido cumplirir comisión técnico verificar cumplimiento solicitado anexo especificación técnicas.el acto pregunta aclaración encontrar publicado pregunta
1699735,489073,"estimado favor indicar aceptar presentación factura emitido personasnatural considerar dentro experiencia solicitar facturar retención?,dicho requerimiento resultar discriminatorio inobserir principio concurencia transparencia legalidad oportunidad trato justo entidad obligado dar todoslo provedor puesto tambien vender sila persona natural obligado alevar contabilidad cuanto legalmente emitir comprobante retenciòn aclarar estacondicion favor",aceptar presentación factura emitido persona natural embargo comisión técnica verificar persona natural cumplir disposición sri cuanto calificación agente retención dispuesto resolución nro nac-dncrasc20- resolución nro nac-dgercgc20-.el acto pregunta aclaración encontrar publicado pregunta
1699735,489074,especificación técnico indicar -soporte lumbar ajuste postura posturar fit?.-dicho sistema coresponder sila aeron herman miler caso deseir oferteotrar marca deber modificar especificación fin abrir participación otrasempresa dicho sila tener representante exclusivo único ecuador,remitir aclaración nro indicar siguiente anexo especificación técnico sila ergonómica estructura metálico centro operativo eliminar último párafo dice:?soportar lumbar ajuste postura posturir fit?.-soporte proporcionar apoyo espalda base columna vertebral región sacral ayudar pelvis mantener inclinación natural hacia adelante evitar encorvar evitar dolor espalda acta pregunta aclaración encontrar publicado pregunta
1699735,489075,adjuntar imagen sila requerido,petroecuador disponer sila ergonómico modelo remitir fotografía existir varios modelo especificación técnico requerido cumplirir comisión técnico verificar cumplimiento solicitado anexo especificación técnicas.el acto pregunta aclaración encontrar publicado pregunta
1699735,489076,poder reducir tiempo entrega día,favor regir estipulado anexo verificación evaluación oferta técnico numeral lugar plazo entrega oferente adjudicado poder entregar menor tiempo ser aceptable poder modificar publicado soce.el acta pregunta aclaración encontrar publicado pregunta
1699735,489077,ser necesario presentar oferta muestra físico producto,requerir presentación muestra comisión técnica verificar oferta constante anexo especificación técnico parámetro completar anexo servir evaluación oferta.el acto pregunta aclaración encontrar publicado pregunta
1699735,489078,buen dia señor favor necesitar ayudar imagen saber ser modeloque haber selecionar especial?adicional proceso tener anticipo proyecto ser grandedeberian concidera favor anticipo gracias,ser posible entregar anticipo favor regir término establecido pliego petroecuador disponer sila ergonómico modelo remitir fotografía existir varios modelo especificación técnico requerido cumplirir comisión técnico verificar cumplimiento solicitado anexo especificación técnicas.el acto pregunta aclaración encontrar publicado pregunta
1699735,489079,buen dia favor entregar anticipo ser bien netamente importado quesolicitar fabricar pais asi alguien poner vae nacional mentir gracia,ser posible entregar anticipo favor regir término establecido pliegos.el acto pregunta aclaración encontrar publicado pregunta
1699735,489080,aclaracion,anexo especificación técnico sila ergonómica estructura metálico centro operativo eliminar último párafo dice:?soportar lumbar ajuste postura posturir fit?.-soporte proporcionar apoyo espalda base columna vertebral región sacral ayudar pelvis mantener inclinación natural hacia adelante evitar encorvar evitar dolor espalda
1697347,489178,buen dia estimado favor items solicitar ser blocks rolo papel continuo?saludo,estimado oferente recibir cordial saludo tratar papel continuo perforado impresora ticketero punto venta
1697347,489179,bajo presupuesto doblelir ateir,estimado oferente regir pliego favor
1697347,489180,estimar entidad podriar favor subir imagen factura estir solicitar,estimado oferente revisar acta pregunta respuesta
1697347,489181,estimar entidad factura tener perforacion desprender,estimado oferente recibir cordial saludo tratar papel continuo perforado impresora ticketero punto venta adjunto sírvase encontrar fotografía factura
1697347,489182,estimar entidad factura tener perforacion desprender,estimado oferente recibir cordial saludo tratar papel continúo perforado impresora ticketero punto venta adjunto sírvase encontrar fotografía factura
1697347,489183,estimar entidad factura tipo impresora imprimen,estimado oferente recibir cordial saludo tratar papel continuo perforado impresora ticketero punto venta adjunto sírvase encontrar fotografía aclaración
1697347,489184,estimar entidad explicar referir factura pliegue ser presentacion delas mismas rolo unidad blocks,estimado oferente recibir cordial saludo tratar papel continuo perforado impresora ticketero punto venta anexo sírvar encontrar adjunto imagen mostrar factura
1739662,515001,estimado señor poder participar equipo venoclisis,estimado oferente poder participar
1739662,515002,"finalidad garantizar principio contratación público tal trato justo concurencia participación nacional solicitar comisión acoger estipulado elart acuerdo ministerial nro mediante publicar primero lista dedispositivo médico esencial constar cudim equipo venoclisis, manera institución dar oportunidad participar mayorcantidad oferent solo casa comercial",estimado oferente poder participar
1739662,515003,estimado señor favor poder ofertar equipo venoclisis 170cms,estimado oferente poder participar
1739662,515004,estimado miembro comisión poder ofertar equipo venoclisis administracióndir medicamento fabricado pvc libre plastificant dehp gota 1ml válvuladosificadora presión filtro aire micra antibacterial filtro hidrofílico delíquido micra evitar entrada aire tubo línea puerto inyeciónir libre látex placa sujeción conector luer lock tapón hidrófobo purgadoautomático estéril descartable,estimado oferente poder
1727789,530921,equipo item servidor poder presentar cualquiera caracteristica,estimado oferente poder presentar cualquiercaracterística siempre acoplir funcionalidad sistema
1727789,530922,favor indicar forma entrega oferta,estimado oferente dirigir literal consideraciónimportante presentación oferta oferta deber ser presentar manera físico digital
1727789,530913,existir alguno restrición uso software mediante open soucir angular nodejs base dato relacional,estimado oferente haber selecionar tecnología java proporcionar funcionalidad demandado sistema parte geográfico analizar mejor heramienta desarolo proyecto ser geotols tener integración nativo tecnología java proyecto necesitar compatibilidad integrado geometría proporcionado jts suite topología jts
1727789,530914,restringe tipo tecnologia web necesitar ser sistema cumplacon especificación tecnica mas tecnologia especifico,estimado oferente haber selecionar tecnología java proporcionar funcionalidad demandado sistema parte geográfico analizar mejor heramienta desarolo proyecto ser geotols tener integración nativo tecnología java proyecto necesitar compatibilidad integrado geometría proporcionado jts suite topología jts solución planteado tener utilizar base dato postgr parte geográfico tener utilizar extensión postgis proyecto necesitar base dato dato especial sistema gestor base dato ser postgresql potenciar gracias funcionalidad espacial aportar postgisremítar acta nro
1727789,530915,limitar participacion restringir tipo tecnologia deber unicamente indicar debeser tecnologia open sourzar favor coregir,estimado oferente utilización software basar enel perfil técnico funcionario tecnológico empresa publicar mercadomayorista recibir transferencia conocimiento parte oferentepara futuro dar mantenimiento sistema
1727789,530917,forma pago sero entrega momento entregar producto definido lostdr,estimado oferente indicar numeral forma condición pago anticipo partir suscripción contrato firma acto entrega recepción definitivo producto esperado presentación informe técnico oferente administrador factura
1727789,530918,experiencia deber ser modulo desaroloe implementación desistema referentesafinanciero talentohumano catastro planificación teritorial avalúo serviciospúblico renta recaudación alguno,estimado oferente experiencia ser áreasindicada desarolo implementación sistema referente financiero talento humano catastro planificación teritorial avalúo servicio públicos.rentas recaudación
1727789,530919,experiencia sector privado aceptar certificado acta entrega recpecion,estimado oferente aceptar certificado copiasde factura acta definitivo
1727789,530920,especificar tecnologia postgr sql ejb glasfish izar faz java experienciadel personal tecnico mas experiencia actividad similar,rémitar acta nro pregunta respuesta aclaración
1727789,530916,numeral . experiencia mínimo personal técnico manejo metodología ágilscrum deber presentar certificado acreditir conocimiento referir uncertificado emitido entidad contratante certificado favor especificar,estimado oferente ser requisito certificado laentidad avalado scrum master profesional certificate
1727789,530923,aclaracion,aclarar solución vez terminado mismo ser alojar totalidad data center virtual nube ende provedor deber proporcionar característica técnico requerir sistema corecto funcionamiento
1722530,534110,poder enviar oferta unicamente portal socir respondar porfavor surespuesta ser importante.en caso negociacion poder ser videolamar manera telematicalaentrego oferta fisico ser solo impresa?es necesario empresa calificadapor setec acreditar,estimado provedor envío realizar conforme establecido seción observación pliego proceso contratación señalar oferta subir través portal institucional sercop socir además enviar coreo electrónico compras.upec@upec.edu.ec copia lizeth.rivera@upec.edu.ec acuerdo cronograma establecido fin verificar firma electrónicas.en caso legar negociación poder realizar manera presencial mediante video conferencia través plataforma tecnológico zom revisar acta pregunta aclaración
1722530,534111,hacer entrega ser solo entrega sero semanal mensual favor indicar lafrecuencia anual?por favor coreo electronico enviar oferta acuerdo nuevanormativa vigente poder enviar oferta wetransfer dado sistema sozar solo permite10 achivo peso oferta ser mayor nivel almacenamiento velocidad envio esmejor wetransfer tal establecer normativa vigenteir caso convalidación aparte desubir portal deber enviar coreo fisico,estimado provedor favor remitir establecido señalado pliego presente proceso contratación indicar pago realizar entrega total servicio previar presentación informe entero satisfación institución realizar solo entrega vez provedor ganador haber ser adjudicar deber presentar cronograma ejecución capacitación docente universidad politécnico estatal carchi upec debidamente cordinado administrador contratoel envío realizar conforme establecido seción observación pliego proceso contratación señalar oferta subir través portal institucional sercop socir enviar coreo electrónico compras.upec@upec.edu.ec copia lizeth.rivera@upec.edu.ec revisar acta pregunta aclaración
1722530,534112,mas amarado imposible,estimado provedor comentario constituyecomo pregunta consulta alguno institución encontrar aplicar norma establecido ley vigente proceso compra
1722530,534113,favor aclarar ser necesario instructor requerido deber contar lacertificación competencia laboal formación formador registrado ministeriode trabajo senescyt.se requerir presente aclaración razón tdr lafase metodológico numeral indicar ihnstructor deber contar certificación decompetencia laboal formación formador registrado ministerio trabajo lasenescyt mientras numeral personal técnico mínimo solicitar certificacióndir competencia laboral,estimado provedor favor remitir establecido señalado pliego presente proceso contratación anexo formar parte integrante pliego
1722530,534114,poder entregar certificado experiencia general específico lugar contrato oacta entrega recepción,estimado provedor seción numeral señalar experiencia general específico mínimo ser acreditar presentación contrato acta entrega recepción embargo comisión técnica aceptar certificado factura acreditir experiencia
1722530,534115,propuesta poder ser fisico digital favor,estimado provedor envío realizar conforme establecido seción observación pliego proceso contratación señalar oferta subir través portal institucional sercop socir enviar coreo electrónico compras.upec@upec.edu.ec copia lizeth.rivera@upec.edu.ec caso tamaño archivo contener oferta superar nivel máximo almacenamiento poder enviar oferta físico jefatura adquisición universidad politécnico estatal carchi upec ubicado ciudad tulcán cale antisán universitario edificio administrativo primero piso oficinar mismo poder ser grabar flash memory acuerdo cronograma establecido fin verificar firma electrónico
1718545,534140,estimado celec ítems ser lámina grafito inserto acero inoxidable.favor indicar refuerzo acero lámina ser liso perforado,estimado oferente ítems ser lámina grafito refuerzo ser lámina hoja ítem ser lamina neopreno refuerzo ser tela nylon
1718545,534138,buena tarde items favor confirmar ser posibleremplazar material lamina grafito refuerzo acero inoxidable debido deacuerdo descripción tratar aplicación alto temperatura,estimado oferente producto solicitado contener diferente material aplicación distinto límite temperatura presión
1718545,534139,estimado celec favor aclarar ítems ser lámina grafito puro coninserto acero inoxidable,estimado oferente ítems ser lámina grafito refuerzo ser lámina hoja ítem ser lamina neopreno refuerzo ser tela nylon
1718545,534141,celec favor aceptar venta empaque lámina cualquiera tipo industria estosproducto poder ser aplicar diverso industria hidroeléctrica petrolero aguapotable solo sistema presión conectado caldera acuotubular solicitar yacar requerimiento direcionar provedor específico basándomir elartículo resolución re-sercop- principio -par aplicación desta ley contrato derivir observar principio legalidad tratojusto igualdad calidad vigencia tecnológico oportunidad concurencia transparencia publicidad participación nacional,estimado oferente requerir experiencia especifico indicado pliego demostrar mencionar hoja técnico producto ofertar provedor cuanto valor presión temperatura etc. referir uso satisfactorio inclusivar sistema crítico raíz caldera acuotubular diferente capacidad contratante
1718545,534142,estimado favor aceptar experiencia especifico venta empaque empaquetadura espirometalica lámina diverso industria petrolero hidroeléctrica demá estándirecionar provedor especifico conforme requerimiento,estimado oferente requerir experiencia especifico indicado pliego demostrar mencionar hoja técnico producto ofertar provedor cuanto valor presión temperatura etc. referir uso satisfactorio inclusivar sistema crítico raíz caldera acuotubular diferente capacidad contratante
1691658,534627,estimado favor enviar mejor detale disposición bushing elgráfico mostrar especificación observar vista frontal bushing primariomientra bushing secundario mostrar vista lateral,estimado oferente favor referir ítem ubicación bushing lado documento denominado especificación técnico subasta inverso electrónico bien
1691658,534632,estimado favor confirmar entrenamiento operación mantenimiento equipo serealizacer pronto entregar bien situ previo cordinación,estimado oferente favor referir numeral metodología trabajo etapa entrenamiento operación mantenimiento equipo documento denominado especificación técnico subasta inverso electrónico bien
1695084,534466,aceptar matricula maquinaria año respectivo certificado emitido elmtop indicar especie matricula encontrar proceso matriculación,aceptar matrícula vigente año previsto pliego proceso
1695084,534467,término referencia indicar liquidación recepción realizar deconformidad cantidad realmente ejecutado medición cuantificacer porm3,medición cuantificacer cantidad ejecutado ser metros cúbicos
1695084,534468,excavación incluir desalojo cuál ser distancia centro gravedad proyectohasta escombrera,distancia estimado ser
1695084,534469,cómo pagar conformación escombrea término referencia indicar alquiler tractor escombrera deberia decir conformacion escombrerascon tractor,pago cantidad ejecutado ser metros cúbicos
1695084,534470,justificar experiencia general específico mínimo poder presentar acta definitivo deproyecto apertura construcín vía sólo haber realizar movimiento detiera contener rubro ejecutar proyecto,pliego claramente señalar deber justificar experiencia especifico oferente deber acreditar experiencia alquiler maquinaria último cinco año deber adjuntar copia factura acta entrega–recepción mediante presentación proyecto anexo documentación respaldo adjunte oferta deber ser digitalizar bastar firma electrónico oferente último documento ser parte archivo digital aplicar caso haber ser suscribir emitido tercero firma manuscrito firma implicar declaración documento presentado ser auténtico exacto veraz oferente hacer responsable mismo dentro control posterior poder realizar
1695084,534471,según resolución respectivo emitido sercop experiencia general comoespecífica solicitar partir año der cumplimiento disposición,
1695084,534472,equipo solicitado pedir martilo neumático equipo referir compresor conmartilo neumático referir compresor característica deber solicitar ser lacapasidad generar presión aire favor verificar,
1691658,534628,estimado archivo especificación técnico punto numeral item .01y item solicitar cumplimiento norma fabricación ansi ie equivalente sinembargo item solicitar norma fabricación estándar americano ansi ie stdc57. entender solo acptacer equipo norma fabricación favorsolicitamo aclarar contradición,estimado oferente aceptar requerimiento favor revisar aclaración nro
1691658,534629,estimado respecto item contador operación especificación técnico favoraclarar referir deber señalar número acumulado operación realizado,estimado oferente función contador operación ser registrar número operación etapa fabricación puesto servicio equipo operación
1691658,534630,estimado favor confirmar provisión patín base transformador deber serde característico desmontable utilizar solo movilización riel local basedel transformdor,estimado oferente favor remitir aclaración nro
1691658,534583,estimado favor ayuda adjuntar archivo especificación técnico formato editable wordo excel gracia,estimado oferente adjuntar documento formato editable
1691658,534584,buen dia subir sera experiencia general especificar,estimado oferente favor remitir numeral documento denominado especificación técnico subasta inverso electrónico bién numeral experiencia general específico mínimo documento denominado pliego procedimiento subasta inverso electronico
1691658,534585,.por favor indicar fecha listo subestación parque metropolitano auqui morita chilo jijon fecha ser indispensable conocer saber ofertase deber incluir costo viaje dos viaje viaje supervisor montaje lafábrico tema garantía técnico obligatoriamente deber presente dichosmontaj respuesta servir oferent sujeter mismascondición cotizar servicio además tal fecha montaje permitir establecerel tiempo vigencia póliza contractual ende costo,estimado oferente favor remitir numeral metodología trabajo etapa actualización cronograma documento denominado especificación técnico subasta inverso electrónico bien
1691658,534586,.en documento especificación técnico numeral metodología trabajo bajo?prueba puesto servicio solicitar eq definar listado exacto prueba sitioa ejecutar punto abierto sujeto norma,estimado oferente favor remitir numeral especificación técnico ítem guía estándar aplicable ensayo eléctrico dieléctrico transporte comisionamiento documento denominado especificación técnico subasta inverso electrónico bien
1691658,534587,.en documento especificación técnico numeral metodología trabajo bajo?prueba puesto servicio indicar prueba sat puesta marcha cargodir eq bajo supervisión contratista ser responsable facilitar equiposrequerido dicho prueba solicitar proceso solo supervisión estébajo responsabilidad contratista así optimizar tiempo costo tal proceso,estimado oferente pregunta ser procedente favor referir numeral metodología trabajo etapa montaje prueba puesto servicio documento denominado especificación técnico subasta inverso electrónico bien
1691658,534588,.en documento especificación técnico numeral vigencia oferta eqsolicita día embargo debido condición actual inseguridad mundial laguera rusia ucrania así inestabilidad tiempo provisión ciertoscomponent electrónico incertidumbre transporte marítimo fábricaseria indicar ser imposible mantener plazo vigencia precio extenso solicitamoscomedidamente eq reducir mínimo posible tal plazo vigencia oferta,estimado oferente pregunta ser procedente favor regir numeral vigencia oferta documento denominado especificación técnico subasta inverso electrónico bien
1691658,534589,.en documento especificación técnico numeral especificación técnico elítem figura aparecer montado texto favor aclarar entregar documento enformato editable pues deber ser lenar oferent,estimado oferente favor remitir aclaración nro
1691658,534590,.en documento especificación técnico numeral personal técnico mínimo semencionar .en caso título obtenido extranjero deber presentar copia títulosalvo legislación exijo ejercicio tal profesión homologación inscripciónir senescyt caso aceptar únicamente medio verificación registro deltítulo obtenido extranjero senescyt legislación referir trámitede registro título extranjero senescyt tomar tiempo aquel dado eqpar presentar oferta entender ahora eq haber modificar condición laforma presentar documento proceso anterior hemosparticipadir aceptar simple copia eq deber comprender final cualquierprovedor ser selecionar menos pensar ser poner supervisión mano algúntécnico capacitado,estimado oferente remitir aclaración nro.
1691658,534591,.en documento especificación técnico numeral experiencia específico dicecar solo aceptar documento inglés español favor aclarar limitancertificar perfectamente válido poder emitido idioma puedenser traducido español inglés,estimado oferente pregunta ser procedente favor remitir numeral experiencia específico documento denominado especificación técnico subasta inverso electrónico bien
1691658,534592,documento especificación técnico incluir modelo garantía técnico lacual mencionar comenzar partir firma acta entrega recepción definitivo embargo puesto probablemente alguno cuatro subestación involucrado parquemetropolitano auqui morita chilo jijon listo haber aribar alpaís cuatro transformador equipo der permanecer almacenado solicitamoscomedidamente aceptar efectuar recepción parcial cada transformador garantíatécnica cada transformador comience regir partir firma tal recepción provisional caso contrario pudiese ocurir primero transformador energizado tener alguno mes deoperación comercial recién energizar cuarto transformador solo entonces empiecir aregir garantía técnico aquél situación crer absoluto desbalance contrato encontro contratista,estimado oferente favor remitir aclaración nro
1691658,534593,.en documento especificación técnico bajo tabla dato ofertado ítem .15tapa superior indicar oferente deber presentar carta compromiso indicar queuna vez ser instalar tapa superior tanque registrar torque cada perno ycar información ser enviar documentación adicional transformador favorindicarno eq tener alguno valor particular torque mencionado dicho valorcorespondir definir fabricante acuerdo norma utilizado construción deltransformador incluso base experiencia fabricante,estimado oferente favor remitir aclaración nro
1691658,534594,.en documento especificación técnico bajo tabla dato ofertado ítem .16conector compresión indicar bajo nota tipo ojo baril largo acuerdo loscalibr conductor requerido punto favor aclarar parte deldocumento cuestión aparecer tal punto,estimado oferente favor remitir aclaración nro
1691658,534609,estimado eq respecto numeral forma deber presentar carta compromiso pararealizar ensayo destructivo soldadura prueba deber ser mínimo necesario yconfirmar dicho ensayo ser ejecutar presentar prestador servicio externo ala compañío garantizar transferencia proceso informe deber entregar resultadosdirecto contrastado norma validación aceptación,estimado oferente favor remitir aclaración nro
1691658,534631,estimado respecto item suministro incluido dispositivo archivoespecificación técnico entender referir rele bucholtz solicitar laparte cápsula toma muestra referir muestra aceite dieléctrico,estimado oferente ítem coresponder relé bucholtz muestra ser aceite dieléctrico
1691658,534596,.en documento especificación técnico bajo tabla dato ofertado ítem .02repuesto general parte lote transformador ítem pedir doscientos unidad terminal tipo puntera 12awg doscientos unidad terminal tipopuntera 10awg doscientos unidad terminal tipo puntera 8awg favor proporcionar undiagrama plano esquema cada puntera ser parte principal lostransformador favor tener cuenta proceso referir transformador potencia seno pedir suministro elemento ser periférico dicho equipo sonfabricado directamente provedor dicho transformador,estimado oferente pregunta ser procedente favor referir numeral especificación técnico ítem repuesto general parte lote transformador ítem documento denominado especificación técnico subasta inverso electrónico bien
1691658,534597,estimado eq respecto prueba fabrica fat indicar realización pruebasrecomendada normativa puesto servicio transformador ser bajo larecomendación norma construción equipo solicitado caso ie c57.0ansi cuyo caso favor aclarar especificar completar información tipo transformadorpar aplicar tipo prueba sugerido acorde tabla mencionado norma,estimado oferente favor remitir aclaración nro
1691658,534599,estimado eq referente experiencia espcifico solicitar favor aceptar presentarcertificado contrato acta entrega recepción definitivo venta montaje equiposparo subestación medio tensión tal reconectador celda medio tensión ieds demedia tensión medidor energía relé secionador etc.,estimado oferente pregunta ser procedente favor remitir numeral experiencia específico documento denominado especificación técnico subasta inverso electrónico bien
1691658,534600,estimar comisión técnica solicitar favor gentil ayudar aceptar experiencia espcificalo presentación certificado contrato acta entrega recepción definitivo ventay montaje equipo subestación mayor igual 24kv,estimado oferente pregunta ser procedente favor remitir numeral experiencia específico documento denominado especificación técnico subasta inverso electrónico bien
1691658,534601,estimar comisión técnica solicitar favor gentil ayuda aceptar experienciaespecificar presentación certificado contrato acta entrega recepción definitivair venta montaje equipo subestación mayor igual 24kv,estimado oferente pregunta ser procedente favor remitir numeral experiencia específico documento denominado especificación técnico subasta inverso electrónico bien
1691658,534602,estimado eq respecto pérdida equipo favor aclarar parte susespecificación indicar ser verificar cuál ser penalización al?contratista cumplir especificación forma real considerar sespecificar parámetro técnico,estimado oferente favor referir ítem eficiencia energético ítem pérdida numeral especificación técnico documento denominado especificación técnico subasta inverso electrónico bien
1691658,534603,respecto numeral calificar soldadura ser conforme asme ser necesariopresentar carta compromiso defecto enviar información técnico soldador queson acreditado bajo asme favor aclaración respecto punto caso unoferente presentar ninguno tipo información cuál ser ación eq paralar oferta,estimado oferente favor remitir aclaración nro
1691658,534606,estimado eq respecto prueba fabrica fat indicar realización pruebasrecomendada normativa puesto servicio transformador ser bajo larecomendación norma construción equipo solicitado caso ie c57.0ansi cuyo caso favor aclarar especificar completar información tipo transformadorpar aplicar tipo prueba sugerido acorde tabla mencionado norma,estimado oferente favor remitir aclaración nro
1691658,534607,estimado eq respecto prueba fat indicar protocolo prueba transformadorsimilar ofertado adjuntar conforme norma dado alcance fabricación transformador siguierir eq solicitar laboratorio acreditado normativa iec,estimado oferente favor remitir aclaración nro
1691658,534608,estimado eq respecto pérdida equipo favor aclarar parte susespecificación indicar ser verificar cuál ser penalización al?contratista cumplir especificación forma real,estimado oferente favor referir ítem eficiencia energético ítem pérdida numeral especificación técnico documento denominado especificación técnico subasta inverso electrónico bien
1691658,534605,estimar entidad contratante numeral ser necesario presentar procedimiento pinturadel fabricante favor aclarar caso oferente presentar documento serácausal rechazo oferta,estimado oferente favor remitir aclaración nro
1691658,534604,estimado eq respecto numeral ser necesario presentar carta compromiso pararealizar ensayo destructivo soldadura favor aclarar caso oferente nopresente documento ser causal rechazo oferta,estimado oferente favor remitir aclaración nro
